Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,25-34 years,10,482,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,30-49 years,46,1663,86,18,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,35-44 years,18,771,40,,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,45-54 years,63,1527,94,30,11,138,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,50-64 years,171,4325,299,77,28,421,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,55-64 years,129,3424,241,55,20,335,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,65-74 years,304,5696,466,145,31,656,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,75-84 years,392,7857,571,143,20,840,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,85 years and over,579,10967,761,196,28,1172,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,All Sexes,All Ages,725,6342,742,343,20,1144,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,All Ages,401,3393,428,210,,627,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,Under 1 year,0,22,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,0-17 years,0,42,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,5-14 years,0,10,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,15-24 years,,54,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,18-29 years,,97,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,25-34 years,,118,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,30-49 years,16,303,24,11,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,35-44 years,10,147,16,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,45-54 years,13,190,22,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,50-64 years,57,543,67,32,0,92,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,55-64 years,47,439,50,25,0,72,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,65-74 years,72,683,95,40,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,75-84 years,96,805,112,54,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Male,85 years and over,158,920,126,72,,214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,All Ages,324,2949,314,133,12,517,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,Under 1 year,0,17,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,0-17 years,,32,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,15-24 years,,22,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,18-29 years,,31,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,25-34 years,,36,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,30-49 years,,129,12,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,35-44 years,,59,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,45-54 years,,97,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,50-64 years,15,318,28,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,55-64 years,13,270,25,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,65-74 years,40,414,62,23,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,75-84 years,90,694,92,45,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Female,85 years and over,171,1331,120,54,,238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,North Dakota,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Ohio,All Sexes,All Ages,6382,107754,7366,2725,266,11288,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,All Ages,3286,55231,4020,1494,126,5938,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,Under 1 year,0,375,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,0-17 years,0,647,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,1-4 years,0,73,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,5-14 years,0,104,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,15-24 years,,800,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,18-29 years,,1493,17,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,25-34 years,14,1765,30,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,30-49 years,87,4683,157,39,12,217,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,35-44 years,39,2176,66,14,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,45-54 years,117,3689,178,58,11,248,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,50-64 years,442,10720,646,203,34,919,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,55-64 years,362,8561,538,166,29,763,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,65-74 years,802,12337,1003,374,34,1465,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,75-84 years,994,13089,1147,468,25,1698,
12/02/2020,02/01/2020,11/28/2020,Ohio,Male,85 years and over,957,12262,1043,409,13,1604,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,All Ages,3096,52522,3346,1231,140,5350,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,Under 1 year,0,301,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,0-17 years,,455,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,1-4 years,0,41,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,5-14 years,,71,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,15-24 years,,319,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,18-29 years,,620,15,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,25-34 years,,818,23,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,30-49 years,44,2560,92,15,17,138,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,35-44 years,19,1179,35,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,45-54 years,54,2362,123,22,,164,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,50-64 years,240,6921,453,120,23,596,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,55-64 years,205,5465,374,104,19,494,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,65-74 years,470,9049,614,212,25,897,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,75-84 years,923,12961,959,353,32,1560,
12/02/2020,02/01/2020,11/28/2020,Ohio,Female,85 years and over,1411,19956,1207,528,36,2126,
12/02/2020,02/01/2020,11/28/2020,Ohio,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Ohio,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Ohio,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Ohio,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Ohio,Unknown,18-29 years,0,0,0,0,0,0,
