date,end_date,county,state,geoid,type,omit_from_rolling_average,omit_from_rolling_average_on_subgeographies,adjusted_daily_count_for_avg,description
2021-11-10,,Philadelphia,Pennsylvania,USA-42101,cases,,,-1667,"Philadelphia County added 1,667 cases from previous months representing people who were infected twice."
2021-11-11,,,Wyoming,USA-56,both,,,0,Wyoming did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Georgia,USA-13,both,,,0,Georgia did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Washington,USA-53,both,,,0,Washington did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Massachusetts,USA-25,both,,,0,Massachusetts did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Louisiana,USA-22,both,,,0,Louisiana did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Alaska,USA-02,both,,,0,Alaska did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Illinois,USA-17,both,,,0,Illinois did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Mississippi,USA-28,both,,,0,Mississippi did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Tennessee,USA-47,both,,,0,Tennessee did not announce new data because of the Veterans Day holiday.
2021-11-11,,,South Carolina,USA-45,both,,,0,South Carolina did not announce new data because of the Veterans Day holiday.
2021-11-11,,,,USA,both,,,0,The daily count is artificially low on Nov. 11 because many states and local jurisdictions did not announce new data on Veterans Day.
2021-11-11,,,Indiana,USA-18,cases,,,-3952,"Indiana added 3,952 cases from previous months representing people who were infected twice."
2021-11-11,,,North Carolina,USA-37,both,,,0,North Carolina did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Rhode Island,USA-44,both,,,0,Rhode Island did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Missouri,USA-29,both,,,0,Missouri did not announce new data because of the Veterans Day holiday.
2021-11-11,,,New Hampshire,USA-33,both,,,0,New Hampshire did not announce new data because of the Veterans Day holiday.
2021-11-11,,,South Dakota,USA-46,both,,,0,South Dakota did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Idaho,USA-16,both,,,0,Idaho did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Kentucky,USA-21,both,,,0,Kentucky did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Utah,USA-49,both,,,0,Utah did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Montana,USA-30,both,,,0,Montana did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Oregon,USA-41,both,,,0,Oregon did not announce new data because of the Veterans Day holiday.
2021-11-11,,,Nevada,USA-32,both,,,0,Nevada did not announce new data because of the Veterans Day holiday.
2021-11-11,,,New Mexico,USA-35,both,,,0,New Mexico did not announce new data because of the Veterans Day holiday.
2021-11-12,,,Texas,USA-48,deaths,yes,yes,0,Texas added many deaths from previous months after reviewing records.
2021-11-12,2021-11-13,Kanawha,West Virginia,USA-54039,cases,yes,,0,West Virginia added many cases in Kanawha County on Nov. 12 and removed many the following day.
2021-11-13,,,Pennsylvania,USA-42,cases,,yes,-15414,"Pennsylvania added 15,414 cases from previous months representing people who were infected twice."
2021-11-18,,,Missouri,USA-29,both,yes,yes,0,"Missouri added about 7,000 cases representing people who were infected more than once, as well as older probable cases. The state also added probable deaths."
2021-11-18,,Walker,Texas,USA-48471,cases,yes,,0,Texas removed many prison cases in Walker County.
2021-11-18,,Anderson,Texas,USA-48001,cases,yes,,0,Texas removed many prison cases in Anderson County.
2021-11-18,,Jones,Texas,USA-48253,cases,yes,,0,Texas removed many prison cases in Jones County.
2021-11-19,,,Kentucky,USA-21,cases,,,0,"Kentucky removed 1,008 cases from 2020 after verifying records."
2021-11-19,,,Kentucky,USA-21,deaths,,yes,-84,Kentucky added 84 deaths from 2020 after reviewing records.
2021-11-19,2021-11-20,Kanawha,West Virginia,USA-54039,cases,yes,,0,West Virginia added many cases in Kanawha County on Nov. 19 and removed many the following day.
2021-11-20,,Bastrop,Texas,USA-48021,cases,yes,,0,Texas removed many cases in Bastrop County.
2021-11-20,,Wharton,Texas,USA-48481,cases,yes,,0,Texas removed many cases in Wharton County.
2021-11-25,,,Wyoming,USA-56,both,,,0,Wyoming did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Georgia,USA-13,both,,,0,Georgia did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Maryland,USA-24,both,,,0,Maryland did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Washington,USA-53,both,,,0,Washington did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Massachusetts,USA-25,both,,,0,Massachusetts did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Connecticut,USA-09,both,,,0,Connecticut did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Louisiana,USA-22,both,,,0,Louisiana did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Alaska,USA-02,both,,,0,Alaska did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Illinois,USA-17,both,,,0,Illinois did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Mississippi,USA-28,both,,,0,Mississippi did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Tennessee,USA-47,both,,,0,Tennessee did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Texas,USA-48,both,,,0,Texas did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,South Carolina,USA-45,both,,,0,South Carolina did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,,USA,cases,,,0,The daily count is artificially low on Nov. 25 because many states and local jurisdictions did not announce new data on Thanksgiving.
2021-11-25,,,California,USA-06,both,,,0,California did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Indiana,USA-18,both,,,0,Indiana did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Minnesota,USA-27,both,,,0,Minnesota did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,North Carolina,USA-37,both,,,0,North Carolina did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Oklahoma,USA-40,both,,,0,Oklahoma did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Ohio,USA-39,both,,,0,Ohio did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Rhode Island,USA-44,both,,,0,Rhode Island did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Missouri,USA-29,both,,,0,Missouri did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,New Hampshire,USA-33,both,,,0,New Hampshire did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,South Dakota,USA-46,both,,,0,South Dakota did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Idaho,USA-16,both,,,0,Idaho did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Kentucky,USA-21,both,,,0,Kentucky did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Utah,USA-49,both,,,0,Utah did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Vermont,USA-50,both,,,0,Vermont did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Montana,USA-30,both,,,0,Montana did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Nebraska,USA-31,both,,,0,Nebraska did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Oregon,USA-41,both,,,0,Oregon did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,West Virginia,USA-54,both,,,0,West Virginia did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,Nevada,USA-32,both,,,0,Nevada did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-25,,,New Mexico,USA-35,both,,,0,New Mexico did not announce new cases and deaths for the Thanksgiving holiday.
2021-11-26,,,Florida,USA-12,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Alachua,Florida,USA-12001,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Baker,Florida,USA-12003,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Bay,Florida,USA-12005,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Bradford,Florida,USA-12007,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Brevard,Florida,USA-12009,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Broward,Florida,USA-12011,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Calhoun,Florida,USA-12013,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Charlotte,Florida,USA-12015,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Citrus,Florida,USA-12017,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Clay,Florida,USA-12019,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Collier,Florida,USA-12021,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Columbia,Florida,USA-12023,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,DeSoto,Florida,USA-12027,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Dixie,Florida,USA-12029,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Duval,Florida,USA-12031,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Escambia,Florida,USA-12033,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Flagler,Florida,USA-12035,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Franklin,Florida,USA-12037,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Gadsden,Florida,USA-12039,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Gilchrist,Florida,USA-12041,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Glades,Florida,USA-12043,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Gulf,Florida,USA-12045,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Hamilton,Florida,USA-12047,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Hardee,Florida,USA-12049,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Hendry,Florida,USA-12051,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Hernando,Florida,USA-12053,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Highlands,Florida,USA-12055,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Hillsborough,Florida,USA-12057,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
2021-11-26,2021-11-29,Holmes,Florida,USA-12059,both,,,0,Florida did not report new county cases or deaths for the week of Thanksgiving.
